nct_id,total_cells,empty_cells,completeness_percentage
NCT00550420,5651,1697,69.96991682887985
NCT00555061,1757,538,69.37962435970404
NCT00566020,16091,6194,61.5064321670499
NCT00570492,10902,3665,66.38231517152816
NCT00609674,4031,1110,72.46340858347804
NCT00611559,5573,1628,70.78772653866858
NCT00633217,1875,547,70.82666666666667
NCT00679939,15899,4485,71.79067865903517
NCT00682643,12177,4612,62.1253182228792
NCT00684177,3023,958,68.30962619913993
NCT00730756,3204,872,72.78401997503121
NCT00749411,1992,450,77.40963855421687
NCT00784550,3122,824,73.60666239590006
NCT00790907,9145,2186,76.09622744669218
NCT00792636,5851,1531,73.83353272944795
NCT00812812,2410,691,71.32780082987551
NCT00848965,4009,873,78.2239960089798
NCT00852540,5515,1665,69.80961015412511
NCT00857766,2529,662,73.82364570976671
NCT00857857,21601,5729,73.47807971853155
NCT00871741,3726,1364,63.39237788513151
NCT00879970,16098,3917,75.66778481798981
NCT00970307,7464,2019,72.95016077170418
NCT00996944,5953,1913,67.86494204602721
NCT01017120,8708,3069,64.75654570509876
NCT01124422,4907,1326,72.97737925412676
NCT01171989,7305,2079,71.5400410677618
NCT01192178,2891,818,71.70529228640609
NCT01424397,11074,3466,68.70146288603937
NCT00460148,288,79,72.56944444444444
NCT00548496,628,134,78.6624203821656
NCT00606697,479,97,79.74947807933194
NCT00612820,373,89,76.13941018766756
NCT00695305,405,77,80.98765432098766
NCT00946257,339,70,79.35103244837758
NCT00992160,421,78,81.47268408551069
NCT00345683,3208,764,76.18453865336659
NCT00412854,5502,1981,63.99491094147583
NCT00430521,65013,21321,67.20502053435467
NCT00481767,26019,9879,62.03159229793612
NCT00502593,154774,62848,59.39369661571065
NCT00506350,44301,13949,68.51312611453466
NCT00510874,11123,3154,71.6443405556055
NCT00519649,1288,339,73.68012422360249
NCT00578175,9801,2462,74.88011427405367
NCT00578227,5102,1339,73.75539004312034
NCT00586612,6345,1735,72.65563435776201
NCT00610168,2691,832,69.08212560386474
NCT00616928,15010,4057,72.97135243171219
NCT00635128,4013,1171,70.81983553451283
NCT00693706,2264,677,70.09717314487632
NCT00695669,9365,2396,74.41537640149492
NCT00696423,2903,843,70.96107475025835
NCT00719043,23251,6331,72.7710636101673
NCT00742885,12118,4837,60.084172305661
NCT00751348,3736,1022,72.64453961456103
NCT00771615,21982,6261,71.51760531343827
NCT00812981,6981,2549,63.48660650336628
NCT00835237,4235,1325,68.71310507674144
NCT00871338,8769,2514,71.33082449538146
NCT00938392,4341,1405,67.63418567150426
NCT00951041,7621,2473,67.55019026374491
NCT00968526,22220,7896,64.46444644464447
NCT00968539,8179,2643,67.68553612911114
NCT00968890,5695,1916,66.35645302897278
NCT00969436,6558,2178,66.78865507776761
NCT00971425,7160,2408,66.36871508379889
NCT00972517,19280,6995,63.718879668049794
NCT00979407,8428,2683,68.1656383483626
NCT00979602,26768,8711,67.4574118350269
NCT00984139,1459,421,71.14461960246744
NCT00985088,176604,66708,62.2273561187742
NCT00985673,81856,32316,60.520914777169665
NCT00989612,5160,1652,67.98449612403101
NCT00992511,16060,5236,67.3972602739726
NCT01001169,30445,12494,58.96206273608146
NCT01003418,2307,754,67.31686172518422
NCT01014091,13152,4699,64.27159367396594
NCT01059617,98608,35428,64.07188057764075
NCT01114620,7517,2927,61.061593720899296
NCT01138098,2007,601,70.0548081714001
NCT01161160,7192,2329,67.61679644048944
NCT02093026,12746,2790,78.11077985250274
NCT02097745,13704,3558,74.03677758318739
NCT00406562,255,77,69.80392156862744
NCT00452686,268,79,70.5223880597015
NCT00396630,1719,468,72.77486910994764
NCT00420745,2960,890,69.93243243243244
NCT00422383,34536,9755,71.75411165160992
NCT00423046,23088,6503,71.83385308385309
NCT00426361,5459,1512,72.30261952738597
NCT00432380,6873,2676,61.065037101702316
NCT00485732,2605,809,68.9443378119002
NCT00489554,3142,985,68.65054105665182
NCT00496015,24654,6939,71.85446580676563
NCT00513409,4437,1644,62.94793779580798
NCT00529516,11078,3180,71.29445748330023
NCT00533507,2738,913,66.65449233016801
NCT00538213,11441,3568,68.8139148675815
NCT00538473,7747,2438,68.52975345294954
NCT00540228,15313,4713,69.22222947822112
NCT00540592,61612,17656,71.34324482243719
NCT00541970,26419,9136,65.41882735909762
NCT00545025,3535,1141,67.72277227722772
NCT00547248,19749,5855,70.35292926224112
NCT00552279,3665,1118,69.49522510231924
NCT00586469,3093,929,69.96443582282573
NCT00609492,11915,3733,68.66974402014267
NCT00637195,3885,1139,70.68211068211068
NCT00652938,5994,1959,67.31731731731732
NCT00680914,5353,1631,69.53110405380161
NCT00706563,3036,1048,65.48089591567853
NCT00718120,2587,843,67.41399304213374
NCT00753272,23511,6940,70.48190208838416
NCT00760617,12701,3834,69.81340051964412
NCT00764790,7452,2416,67.57917337627482
NCT00772889,11752,3470,70.47311095983662
NCT00814710,4871,1534,68.50749332785875
NCT00861380,18858,4676,75.20415738678545
NCT00911144,3307,821,75.17387360145146
NCT00920374,3012,996,66.93227091633466
NCT00920439,1122,349,68.89483065953654
NCT00937404,2291,854,62.72370144041903
NCT00969228,2360,673,71.48305084745763
NCT00985465,5130,1435,72.02729044834308
NCT00985790,6279,2017,67.87705048574614
NCT00992784,12751,3845,69.84550231354403
NCT00996125,3309,1107,66.54578422484134
NCT01096056,5117,1613,68.47762360758257
NCT01119625,5430,1290,76.24309392265194
NCT01153685,4419,1598,63.83797239194388
NCT01153893,3817,1002,73.74901755305214
NCT00074438,431,81,81.20649651972158
NCT00476307,257,80,68.8715953307393
NCT00505453,280,81,71.07142857142857
NCT01107587,260,69,73.46153846153847
NCT00056407,36640,10066,72.52729257641921
NCT00090103,50223,16726,66.69653346076498
NCT00148941,12682,3976,68.64847815801924
NCT00290342,4493,1352,69.90874693968395
NCT00325143,2485,719,71.06639839034206
NCT00603278,24319,7683,68.40741806817715
NCT00603382,24419,7816,67.99213727015848
NCT00603746,25369,8172,67.78745713272103
NCT00612105,6732,2054,69.48900772430184
NCT00908115,2487,907,63.530357860876556
NCT01009463,15617,3295,78.9011974130755
NCT01017952,16298,3467,78.7274512210087
NCT01053988,9490,2190,76.92307692307692
NCT01054885,11379,2614,77.02785833553037
NCT01086410,11648,3234,72.23557692307692
NCT01134042,7636,2369,68.97590361445783
NCT01147848,5203,1511,70.95906207956948
NCT01165229,47523,11495,75.8117122235549
NCT01342913,2636,689,73.8619119878604
NCT00263692,399,86,78.44611528822055
NCT00307567,858,147,82.86713286713287
NCT00316147,430,89,79.30232558139535
NCT00320463,372,86,76.88172043010752
NCT00352963,571,134,76.5323992994746
NCT00376779,424,84,80.18867924528301
NCT00412191,280,70,75.0
NCT00449774,282,67,76.24113475177305
NCT00453687,268,62,76.86567164179104
NCT00500461,291,72,75.25773195876289
NCT00511823,380,66,82.63157894736842
NCT00522678,289,68,76.47058823529412
NCT00551564,331,70,78.85196374622356
NCT00605371,290,71,75.51724137931035
NCT00625196,347,81,76.657060518732
NCT00627575,321,64,80.06230529595015
NCT00972673,261,70,73.1800766283525
NCT01000597,305,73,76.06557377049181
NCT01086436,258,67,74.03100775193798
NCT01114841,251,59,76.49402390438247
NCT01115322,387,59,84.75452196382429
NCT01119651,300,59,80.33333333333333
NCT01132443,336,64,80.95238095238095
NCT01162590,258,67,74.03100775193798
NCT01209026,392,72,81.63265306122449
NCT01213849,319,74,76.8025078369906
NCT01266941,344,76,77.90697674418605
NCT01299558,323,73,77.39938080495357
NCT01371682,262,65,75.19083969465649
NCT01457547,514,90,82.49027237354086
NCT01607086,252,63,75.0
NCT00118716,4908,1133,76.91524042379788
NCT00296491,10473,3432,67.23002005156116
NCT00307034,9665,2696,72.10553543714434
NCT00345358,16792,5145,69.36040971891377
NCT00355342,5778,1173,79.69885773624091
NCT00379769,111896,25904,76.84993207978837
NCT00379795,20617,4594,77.71741766503371
NCT00390910,12466,3891,68.78710091448741
NCT00473330,43920,8435,80.79462659380692
NCT00485836,5854,1315,77.53672702425692
NCT00486018,5518,1254,77.27437477346865
NCT00652951,26633,8079,69.66545263395037
NCT00657657,730,205,71.91780821917808
NCT00774995,2700,817,69.74074074074075
NCT00907777,4226,1050,75.1538097491718
NCT00988221,23805,6675,71.95967233774417
NCT01153841,4443,1649,62.88543776727436
NCT00056836,268,81,69.77611940298507
NCT00090623,238,81,65.96638655462185
NCT00102765,967,146,84.90175801447776
NCT00118690,793,125,84.23707440100883
NCT00144911,1224,170,86.11111111111111
NCT00197158,275,75,72.72727272727273
NCT00251459,291,97,66.66666666666667
NCT00268177,598,118,80.2675585284281
NCT00268216,4693,776,83.4647347112721
NCT00279045,4820,819,83.00829875518673
NCT00296530,1083,156,85.59556786703601
NCT00306644,303,64,78.87788778877888
NCT00306696,840,165,80.35714285714286
NCT00329576,273,68,75.0915750915751
NCT00333450,512,105,79.4921875
NCT00335881,621,121,80.51529790660226
NCT00338351,275,77,72.0
NCT00346749,437,82,81.23569794050343
NCT00356564,657,125,80.97412480974126
NCT00358358,438,91,79.22374429223744
NCT00364442,338,66,80.4733727810651
NCT00366366,256,76,70.3125
NCT00369993,334,73,78.1437125748503
NCT00370227,321,94,70.7165109034268
NCT00370591,345,68,80.28985507246377
NCT00400608,365,77,78.9041095890411
NCT00411697,583,108,81.47512864493997
NCT00479739,1341,259,80.68605518269948
NCT00880477,281,77,72.59786476868328
NCT00920543,838,129,84.60620525059666
NCT00920959,1625,221,86.4
NCT01324362,849,129,84.80565371024736
NCT01466322,294,65,77.89115646258503
NCT00116831,13709,4242,69.05682398424393
NCT00241644,13379,4544,66.03632558487182
NCT00244712,10331,3585,65.2986158164747
NCT00263666,7772,2575,66.86824498198662
NCT00329745,1359,406,70.12509197939661
NCT00348140,29810,7832,73.7269372693727
NCT00363545,4477,1610,64.03841858387312
NCT00381238,4185,1528,63.488649940262846
NCT00549198,23470,8742,62.752449936088624
NCT00600171,6728,1913,71.5665873959572
NCT00708110,13344,4153,68.87739808153478
NCT00950859,15941,5368,66.32582648516404
NCT00951015,54225,10512,80.61410788381743
NCT00980200,2674,721,73.03664921465969
NCT01072149,7694,2277,70.40551078762672
NCT01102972,8103,2658,67.19733432062199
NCT01128569,2488,670,73.07073954983923
NCT01128595,6219,1431,76.98986975397973
NCT01227824,49798,7503,84.93312984457206
NCT01231516,14910,3706,75.14419852448022
NCT02240693,5126,1238,75.84861490440889
NCT02337907,7405,1806,75.61107359891965
NCT00043888,457,99,78.33698030634574
NCT00046176,830,143,82.7710843373494
NCT00053638,804,135,83.2089552238806
NCT00061594,1009,172,82.95341922695738
NCT00082394,703,122,82.64580369843527
NCT00134732,295,101,65.76271186440678
NCT00137930,302,100,66.88741721854305
NCT00139334,241,82,65.97510373443983
NCT00139347,407,109,73.21867321867322
NCT00140673,489,127,74.02862985685071
NCT00140686,1245,273,78.07228915662651
NCT00169455,282,91,67.73049645390071
NCT00197210,300,81,73.0
NCT00290277,331,91,72.50755287009063
NCT00318630,315,69,78.0952380952381
NCT00329225,1457,219,84.9691146190803
NCT00334607,621,114,81.64251207729468
NCT00340080,2601,552,78.77739331026528
NCT00370318,396,98,75.25252525252525
NCT00379600,309,75,75.72815533980582
NCT00382772,351,96,72.64957264957265
NCT00383903,280,87,68.92857142857143
NCT00422955,293,69,76.45051194539249
NCT00538057,302,77,74.50331125827815
NCT00757770,350,96,72.57142857142857
NCT01019603,261,67,74.32950191570882
NCT01165125,338,70,79.28994082840237
NCT01266980,338,72,78.69822485207101
NCT00098293,27043,7561,72.040823873091
NCT00098306,34726,9665,72.16782814029834
NCT00098722,32938,9117,72.32072378407918
NCT00098748,12289,3952,67.84115875986654
NCT00122681,36185,10026,72.29238634793423
NCT00130728,8531,1712,79.93201265971165
NCT00196937,14373,5178,63.97411813817575
NCT00231413,57092,23204,59.356827576543125
NCT00250276,18258,7096,61.1348449994523
NCT00282295,8650,2891,66.57803468208093
NCT00294047,33101,11651,64.80166762333464
NCT00296504,66721,20220,69.69469882046133
NCT00306995,45652,14721,67.75387715762727
NCT00309166,15425,6454,58.15883306320907
NCT00316693,21118,8578,59.38062316507245
NCT00316706,2904,728,74.93112947658402
NCT00344032,2352,715,69.60034013605443
NCT00359619,15555,4762,69.38604950176791
NCT00369824,12712,3976,68.72246696035242
NCT00372255,7011,2234,68.13578662102411
NCT00383123,5982,2196,63.28986960882648
NCT00410384,16102,3380,79.00881878027575
NCT00424476,11597,2603,77.5545399672329
NCT00450580,4141,1245,69.93479835788457
NCT00456807,1955,472,75.85677749360613
NCT00503009,1639,478,70.83587553386211
NCT00517634,3191,912,71.41961767471012
NCT00827112,6570,1529,76.7275494672755
NCT01147744,9909,2652,73.23645171056616
NCT01156792,4904,1186,75.81566068515498
NCT01263015,12115,3030,74.98968221213372
NCT00094523,775,161,79.2258064516129
NCT00120848,590,117,80.16949152542372
NCT00144833,627,164,73.84370015948963
NCT00169494,446,106,76.23318385650224
NCT00197223,260,69,73.46153846153847
NCT00197288,401,90,77.55610972568579
NCT00263679,393,83,78.88040712468194
NCT00306241,360,75,79.16666666666667
NCT00312013,1288,229,82.22049689440993
NCT00325169,371,77,79.24528301886792
NCT00345904,263,83,68.44106463878327
NCT00380211,323,90,72.13622291021672
NCT00400855,310,70,77.41935483870968
NCT00478621,379,88,76.78100263852242
NCT00537654,402,84,79.1044776119403
NCT00609596,300,80,73.33333333333333
NCT00634959,472,110,76.69491525423729
NCT00731393,406,81,80.04926108374384
NCT01294605,514,107,79.1828793774319
NCT00117325,14942,3749,74.90965064917681
NCT00118703,2513,728,71.03064066852367
NCT00257608,11131,2620,76.46213278231964
NCT00289198,9312,2274,75.5798969072165
NCT00346775,3164,988,68.77370417193426
NCT00347360,24371,6607,72.88991013909975
NCT00403403,2502,551,77.97761790567546
NCT00470834,6288,1408,77.60814249363868
NCT00980005,8384,2728,67.4618320610687
NCT01039675,1442,403,72.05270457697642
NCT01086384,6064,1547,74.48878627968338
NCT01128894,6551,1458,77.74385589986262
NCT01159912,3975,1081,72.80503144654088
NCT01165138,9221,3172,65.6002602754582
NCT01171963,8992,2453,72.72019572953737
NCT01198756,16804,4869,71.0247560104737
NCT01218308,7353,2300,68.7202502379981
NCT01287065,2990,740,75.25083612040133
NCT01309646,4657,1363,70.73223105003221
NCT01313637,8758,2033,76.78693765699931
NCT01313650,9017,2128,76.4001330819563
NCT01316900,5743,1353,76.44088455511057
NCT01332292,8387,2246,73.22046023607965
NCT00064428,468,69,85.25641025641026
NCT00067444,640,119,81.40625
NCT00095225,732,131,82.10382513661202
NCT00103454,707,120,83.02687411598302
NCT00107757,834,141,83.09352517985612
NCT00109486,282,69,75.53191489361703
NCT00115622,322,84,73.91304347826087
NCT00116818,291,70,75.94501718213058
NCT00116883,369,79,78.59078590785907
NCT00118729,267,70,73.78277153558052
NCT00144846,562,103,81.67259786476869
NCT00197262,413,91,77.96610169491525
NCT00224523,336,82,75.5952380952381
NCT00225823,473,117,75.26427061310783
NCT00345163,364,79,78.2967032967033
NCT00354536,313,68,78.27476038338658
NCT00394030,348,71,79.59770114942529
NCT00398645,1058,196,81.47448015122873
NCT00419237,260,68,73.84615384615384
NCT00537719,290,63,78.27586206896552
NCT00938158,390,76,80.51282051282051
NCT00976144,299,61,79.59866220735786
NCT01013974,282,64,77.30496453900709
NCT01077505,332,69,79.21686746987952
NCT01147731,307,65,78.82736156351791
NCT01353768,282,81,71.27659574468085
NCT01406262,317,62,80.4416403785489
NCT00104416,9417,2649,71.87002230009557
NCT00127855,26982,8143,69.82062115484398
NCT00129116,18824,5317,71.75414364640883
NCT00129129,28282,8537,69.81472314546355
NCT00134719,17569,5260,70.06090272639308
NCT00197119,1483,469,68.37491571139581
NCT00289757,1840,577,68.6413043478261
NCT00289783,19606,5519,71.85045394267061
NCT00291876,3009,997,66.86606846128282
NCT00322335,4955,1559,68.53683148335016
NCT00326118,5236,1600,69.44232238349885
NCT00329602,6105,1744,71.43325143325143
NCT00355082,5061,1400,72.3374827109267
NCT00359983,3311,935,71.76079734219269
NCT00531960,11654,2336,79.95538012699502
NCT00778895,5613,1727,69.23213967575272
NCT00976820,108662,42773,60.636653107802175
NCT01196975,22808,6077,73.35584005612066
NCT01204671,16844,4418,73.77107575397768
NCT01416571,5641,2059,63.49937954263429
NCT00038961,360,77,78.61111111111111
NCT00043901,1066,170,84.05253283302063
NCT00044278,1065,208,80.46948356807512
NCT00056277,422,87,79.38388625592417
NCT00067938,3011,389,87.0807040850216
NCT00071747,520,106,79.61538461538461
NCT00086593,601,109,81.86356073211314
NCT00144872,483,92,80.95238095238095
NCT00197080,866,144,83.37182448036951
NCT00225862,570,112,80.35087719298245
NCT00256893,474,113,76.16033755274262
NCT00258700,336,90,73.21428571428571
NCT00263653,381,108,71.65354330708661
NCT00264615,401,99,75.31172069825436
NCT00274677,436,90,79.35779816513761
NCT00314860,1107,206,81.39114724480578
NCT00323050,395,118,70.12658227848101
NCT00327184,474,111,76.58227848101266
NCT00355641,957,169,82.34064785788924
NCT00363727,966,148,84.67908902691511
NCT00363857,712,122,82.86516853932584
NCT00373542,658,113,82.82674772036474
NCT00381472,1052,224,78.70722433460077
NCT00410371,251,67,73.30677290836654
NCT00422994,295,87,70.50847457627118
NCT00539825,275,77,72.0
NCT00603252,429,97,77.3892773892774
NCT00907985,521,61,88.29174664107485
NCT01061541,454,88,80.61674008810573
NCT01110018,335,70,79.1044776119403
NCT00136604,10389,3044,70.69977861199345
NCT00169442,8936,2604,70.85944494180842
NCT00228917,6482,2170,66.52267818574514
NCT00240500,5877,2278,61.23872724179003
NCT00240526,6054,2176,64.05682193591014
NCT00240539,2532,870,65.63981042654028
NCT00289718,1761,529,69.96024985803521
NCT00289731,12107,3391,71.99140992814074
NCT00289770,1881,587,68.79319510898458
NCT00291343,3320,966,70.90361445783132
NCT00306293,3499,783,77.62217776507573
NCT00317109,3874,1148,70.36654620547237
NCT00319098,15462,5114,66.92536541197775
NCT00323622,9408,2416,74.31972789115646
NCT00344318,19903,6246,68.61779631211375
NCT00370396,10319,2736,73.48580288787673
NCT00397215,34341,12261,64.29632218048397
NCT00515502,21186,5618,73.48248843575946
NCT00518336,24035,8920,62.88745579363428
NCT00568334,3590,1146,68.07799442896936
NCT00624819,22959,6916,69.87673679167212
NCT00732472,20939,6643,68.27451167677539
NCT00950807,11348,2825,75.105745505816
NCT01030965,3463,942,72.79815189142361
NCT01244984,20208,6581,67.43368962787015
NCT01372410,6357,1660,73.88705364165487
NCT01387230,3010,830,72.42524916943522
NCT01449929,38151,5714,85.02267306230505
NCT00126997,801,142,82.27215980024968
NCT00127010,753,129,82.86852589641434
NCT00127023,1096,166,84.85401459854015
NCT00197041,268,69,74.25373134328358
NCT00197171,280,77,72.5
NCT00197275,366,81,77.8688524590164
NCT00273039,525,112,78.66666666666667
NCT00297206,446,81,81.83856502242152
NCT00307554,623,162,73.99678972712681
NCT00316680,364,81,77.74725274725274
NCT00326248,813,157,80.68880688806888
NCT00334152,1004,200,80.0796812749004
NCT00352898,348,82,76.4367816091954
NCT00353288,652,125,80.8282208588957
NCT00359177,518,110,78.76447876447877
NCT00363870,397,111,72.04030226700252
NCT00404274,336,69,79.46428571428571
NCT00413023,631,137,78.28843106180666
NCT00460707,370,79,78.64864864864865
NCT00475436,272,64,76.47058823529412
NCT00689741,376,81,78.45744680851064
NCT00803673,294,63,78.57142857142857
NCT00111800,82467,32622,60.44235876168649
NCT00197002,9397,3311,64.7653506438225
NCT00197184,2635,767,70.89184060721063
NCT00348309,21080,5159,75.52656546489564
NCT00518115,47120,13973,70.34592529711375
NCT00662909,16586,5309,67.99107681176896
NCT00688688,26251,8167,68.8888042360291
NCT00738530,8761,1927,78.00479397329072
NCT00812929,17112,4699,72.53973819541842
NCT00838903,21272,4435,79.1509966152689
NCT00891176,11904,3306,72.22782258064517
NCT00912964,21139,7267,65.62278253465159
NCT01018511,25718,7943,69.11501671980714
NCT01021332,5958,1852,68.91574353810003
NCT01035749,26674,10239,61.6143060658319
NCT01051661,36659,11761,67.91783736599471
NCT01090453,10932,3398,68.91694109037688
NCT01147900,5748,1640,71.46833681280445
NCT01181895,6285,2151,65.77565632458234
NCT01190215,7272,2175,70.09075907590758
NCT01196026,24934,7684,69.1826421753429
NCT01264939,3859,891,76.91111686965534
NCT01316887,14459,3879,73.17241856283283
NCT01328444,7237,1589,78.04338814425867
NCT01362322,3161,926,70.7054729515976
NCT01424514,6640,1909,71.25
NCT01440387,3885,1330,65.76576576576576
NCT01638000,41817,16049,61.620871894205706
NCT01711736,4354,1328,69.49931097841066
NCT02075515,11473,3717,67.60219646125687
NCT00103922,1299,186,85.68129330254041
NCT00109330,663,114,82.8054298642534
NCT00317161,329,76,76.89969604863222
NCT00317174,311,80,74.27652733118971
NCT00317187,340,78,77.05882352941177
NCT00373945,730,140,80.82191780821918
NCT00394056,371,68,81.6711590296496
NCT00403962,406,116,71.42857142857143
NCT00406211,749,133,82.24299065420561
NCT00499707,1225,184,84.9795918367347
NCT00748306,378,87,76.98412698412699
NCT01236040,398,88,77.8894472361809
NCT01387217,294,62,78.91156462585035
NCT01431937,322,67,79.19254658385093
NCT01462669,295,65,77.96610169491525
NCT01471665,318,70,77.9874213836478
NCT01476098,434,88,79.72350230414746
NCT01521377,454,70,84.58149779735683
NCT01673529,332,66,80.12048192771084
NCT02224521,494,94,80.97165991902834
NCT00108082,6398,1689,73.6011253516724
NCT00224484,32099,10475,67.36658462880463
NCT00268996,6683,1454,78.24330390543169
NCT00273052,4336,1194,72.46309963099631
NCT00726323,11573,3334,71.19156657737838
NCT00826280,4865,1274,73.81294964028777
NCT00843193,4872,1379,71.69540229885058
NCT01323946,20064,6884,65.68979266347688
NCT01436071,2103,586,72.13504517356158
NCT01706263,2059,589,71.39388052452647
NCT00119743,641,154,75.97503900156006
NCT00123903,1240,186,85.0
NCT00135486,403,128,68.23821339950372
NCT00135564,250,82,67.2
NCT00137917,236,78,66.94915254237289
NCT00197249,323,96,70.27863777089783
NCT00224471,467,97,79.22912205567452
NCT00269048,1377,260,81.11837327523602
NCT00290303,325,81,75.07692307692308
NCT00317122,328,83,74.6951219512195
NCT00346892,246,78,68.29268292682927
NCT00354666,255,78,69.41176470588235
NCT00364273,510,73,85.68627450980392
NCT00368576,404,94,76.73267326732673
NCT00385320,272,70,74.26470588235294
NCT00388440,311,73,76.52733118971061
NCT00411073,245,77,68.57142857142857
NCT00429481,303,73,75.9075907590759
NCT00693615,377,80,78.77984084880637
NCT00693966,372,82,77.95698924731182
NCT00699764,317,79,75.0788643533123
NCT00717470,1489,405,72.80053727333781
NCT00729001,460,89,80.65217391304348
NCT00742261,273,70,74.35897435897436
NCT00743860,270,71,73.70370370370371
NCT00879827,376,82,78.19148936170212
NCT00920660,330,67,79.6969696969697
NCT00933062,266,63,76.3157894736842
NCT00938275,259,68,73.74517374517374
NCT00964340,295,70,76.27118644067797
NCT01011205,1165,243,79.14163090128756
NCT01014117,279,68,75.62724014336918
NCT01018017,618,116,81.22977346278317
NCT01117584,726,196,73.00275482093664
NCT01248975,576,121,78.99305555555556
NCT01277705,336,84,75.0
NCT01457560,395,80,79.74683544303798
NCT01506895,474,89,81.22362869198312
NCT01751074,374,74,80.21390374331551
NCT01916720,274,71,74.08759124087591
NCT00040664,5474,1538,71.90354402630618
NCT00089583,18474,5932,67.89000757821803
NCT00158756,16011,5897,63.16907126350634
NCT00197015,6382,1731,72.87684111563773
NCT00197236,4785,1436,69.98955067920585
NCT00226499,42863,10237,76.11693068613955
NCT00232596,10788,3472,67.816091954023
NCT00235755,14021,4557,67.49875187219172
NCT00318149,21926,5842,73.35583325732007
NCT00466947,33844,8772,74.08107788677461
NCT00750360,3870,1386,64.18604651162791
NCT00779766,53881,22305,58.60321820307715
NCT00838916,12470,2553,79.52686447473937
NCT00839527,15327,3187,79.20662882494943
NCT00849056,9224,1860,79.83521248915872
NCT00929526,3632,1065,70.67731277533039
NCT00949702,3483,827,76.25610106230262
NCT00976391,7604,1631,78.55076275644397
NCT01027845,11786,3057,74.06244697098252
NCT01030822,10000,2310,76.9
NCT01110200,6189,1816,70.65761835514623
NCT01395888,2211,597,72.99864314789689
NCT01400906,4765,1082,77.29275970619098
NCT01475734,6907,1991,71.17417113073694
NCT00048204,262,72,72.51908396946565
NCT00197132,263,73,72.24334600760456
NCT00279019,531,66,87.57062146892656
NCT00318058,237,78,67.0886075949367
NCT00327665,400,96,76.0
NCT00333723,289,75,74.0484429065744
NCT00343707,270,68,74.81481481481481
NCT00344006,430,94,78.13953488372093
NCT00358488,447,77,82.77404921700224
NCT00376714,299,86,71.23745819397993
NCT00386698,251,78,68.92430278884463
NCT00405080,286,67,76.57342657342657
NCT00422604,452,86,80.97345132743362
NCT00470483,249,64,74.29718875502007
NCT00501020,284,73,74.29577464788733
NCT00671216,357,64,82.07282913165267
NCT00783003,344,79,77.03488372093024
NCT00955383,279,65,76.70250896057348
NCT00989404,308,60,80.51948051948052
NCT01031108,308,70,77.27272727272727
NCT01071850,848,155,81.72169811320755
NCT01147692,303,65,78.54785478547855
NCT01318980,359,74,79.38718662952647
NCT01332513,409,76,81.41809290953545
NCT01597297,512,134,73.828125
NCT00256854,12329,3770,69.42168870143564
NCT00382993,3694,1195,67.65024363833243
NCT00383162,3739,1219,67.39769991976465
NCT00386100,25052,8424,66.37394220022354
NCT00387881,3753,1171,68.79829469757527
NCT00398476,9083,3636,59.969173180667184
NCT00689481,3748,1437,61.659551760939166
NCT00703846,1945,546,71.9280205655527
NCT00725764,3317,733,77.90171842025927
NCT00734032,3398,980,71.15950559152442
NCT00829166,17050,3537,79.25513196480938
NCT00843024,10923,3784,65.35750251762336
NCT00938041,2977,901,69.73463218004703
NCT01224821,4738,1419,70.05065428450823
NCT01323621,2417,643,73.39677285891601
NCT01323634,2487,608,75.55287494973864
NCT01371994,5052,1250,75.25732383214569
NCT01436110,3120,817,73.81410256410257
NCT01498653,1748,482,72.42562929061785
NCT01663714,13906,3828,72.47231410901769
NCT01691482,3432,1019,70.30885780885781
NCT01706328,3099,728,76.50855114553082
NCT00067951,1115,177,84.12556053811659
NCT00133848,472,123,73.94067796610169
NCT00133874,940,180,80.85106382978724
NCT00240617,825,116,85.93939393939394
NCT00240630,778,115,85.21850899742931
NCT00329355,681,98,85.6093979441997
NCT00329459,687,96,86.02620087336244
NCT00361959,1904,379,80.09453781512605
NCT00596245,184,68,63.04347826086956
NCT00622830,283,93,67.13780918727915
NCT00704431,237,66,72.15189873417721
NCT00742131,243,74,69.54732510288066
NCT00875784,322,65,79.8136645962733
NCT00907933,331,63,80.96676737160121
NCT00989625,304,69,77.30263157894737
NCT00992758,306,79,74.18300653594771
NCT01086462,268,66,75.3731343283582
NCT01160224,572,102,82.16783216783217
NCT01371812,288,63,78.125
NCT01381445,344,72,79.06976744186046
NCT01439308,378,98,74.07407407407408
NCT01485445,299,66,77.92642140468227
NCT01499446,924,168,81.81818181818181
NCT01571999,373,69,81.50134048257372
NCT01648231,323,70,78.328173374613
NCT01669070,318,68,78.61635220125787
NCT01725672,377,67,82.22811671087533
NCT02948881,387,86,77.77777777777777
NCT00268203,9578,2972,68.97055752766757
NCT00346073,5651,1581,72.02265085825518
NCT00377611,11497,3464,69.87040097416717
NCT00385255,12853,4640,63.89947872092119
NCT00657709,19434,3977,79.53586497890295
NCT00721396,13213,2810,78.73306591992734
NCT00742508,10306,3105,69.87191927032796
NCT00784303,16544,3729,77.46010638297872
NCT00792623,2323,800,65.56177356866121
NCT00799903,61545,11779,80.86115850190917
NCT00861744,25767,4753,81.55392556370552
NCT00903409,6286,1589,74.72160356347439
NCT00950755,5502,1679,69.48382406397674
NCT00963937,3736,1248,66.59528907922912
NCT00989664,7385,2284,69.07244414353418
NCT01000727,53690,10352,80.71894207487428
