nct_id,total_cells,empty_cells,completeness_percentage
NCT01072396,2035,648,68.15724815724816
NCT01121484,2846,761,73.26071679550246
NCT01239797,20172,4063,79.85821931390046
NCT01318109,2968,794,73.24797843665768
NCT01414205,6460,1832,71.64086687306502
NCT01493557,9987,2773,72.23390407529789
NCT01507831,18567,3738,79.86750686702213
NCT01623115,8020,1705,78.74064837905237
NCT01624233,5974,1537,74.27184466019418
NCT01689519,12329,2128,82.7398815800146
NCT01734785,5979,1561,73.8919551764509
NCT01778049,8653,2260,73.88189067375477
NCT01839656,14038,4164,70.33765493660066
NCT01907113,5637,1487,73.62072024126309
NCT02152371,5553,1719,69.04376012965965
NCT02399345,1418,345,75.66995768688294
NCT00000619,260,74,71.53846153846153
NCT00190619,273,94,65.56776556776556
NCT00239538,1230,224,81.78861788617886
NCT00272051,298,82,72.48322147651007
NCT00300378,725,205,71.72413793103448
NCT00316992,450,122,72.88888888888889
NCT00646191,279,80,71.32616487455198
NCT00671294,441,140,68.25396825396825
NCT01259700,354,104,70.62146892655367
NCT01431807,575,246,57.21739130434783
NCT02172430,278,101,63.669064748201436
NCT02172469,331,101,69.48640483383686
NCT02178306,281,90,67.97153024911032
NCT02181933,335,96,71.34328358208955
NCT02251223,354,97,72.59887005649718
NCT02271139,597,124,79.22948073701842
NCT00095199,24671,5323,78.42406063799602
NCT00174915,12242,4461,63.55987583728149
NCT00175877,9329,1745,81.29488691178047
NCT00313170,4643,1196,74.2407925909972
NCT00475033,42961,8910,79.260259304951
NCT00504881,4973,1292,74.01970641463905
NCT00520676,6053,1632,73.03816289443252
NCT00591773,5037,1285,74.4887830057574
NCT00596817,4571,1275,72.10676000875083
NCT00647270,8153,2124,73.94823991168894
NCT00666263,8592,1856,78.39851024208566
NCT00733902,27307,7873,71.16856483685501
NCT00783718,13697,4561,66.70073738774914
NCT00806624,5603,1669,70.21238622166696
NCT00912223,1891,508,73.13590692755156
NCT00917384,10932,3154,71.14892060007318
NCT01005680,3963,1146,71.08251324753974
NCT01035138,5988,1759,70.62458249833
NCT01101035,33374,7324,78.0547731767244
NCT01238861,14560,2908,80.02747252747253
NCT01286779,4494,1165,74.07654650645304
NCT01308476,2399,770,67.90329303876615
NCT01364649,3933,1359,65.44622425629291
NCT01620528,25195,6636,73.66144076205596
NCT01827462,6754,1733,74.34113118152206
NCT01953913,3849,844,78.07222655235125
NCT02064907,2178,722,66.85032139577594
NCT02066298,5395,1847,65.7645968489342
NCT02096731,1161,372,67.95865633074935
NCT02141581,2420,909,62.43801652892562
NCT02203851,2977,633,78.73698354047698
NCT02231177,3733,881,76.39967854272703
NCT02343458,12806,2208,82.75808214899266
NCT02453555,2680,729,72.79850746268657
NCT02584959,7000,2169,69.01428571428572
NCT02586805,5695,1017,82.1422300263389
NCT02643082,2638,499,81.0841546626232
NCT02672852,12763,2374,81.39935751782497
NCT02684370,9198,1951,78.78886714503153
NCT02722239,2056,665,67.6556420233463
NCT02723084,1677,415,75.25342874180083
NCT02865720,3963,1188,70.02271006813021
NCT03022422,3498,1292,63.064608347627214
NCT04312009,3090,781,74.72491909385113
NCT00468117,509,74,85.46168958742632
NCT00782106,276,73,73.55072463768116
NCT01289717,354,96,72.88135593220339
NCT02141711,449,105,76.61469933184856
NCT02774902,291,96,67.01030927835052
NCT03413319,251,66,73.70517928286853
NCT00144339,54374,12058,77.82395998087321
NCT00317642,55084,11046,79.94699005155762
NCT00321854,11536,3164,72.57281553398059
NCT00333775,15869,3972,74.97006742705905
NCT00514683,27047,6726,75.13217732095981
NCT00537095,9893,1464,85.2016577377944
NCT00548405,17043,3536,79.25247902364607
NCT00630747,4322,775,82.06848681166127
NCT00744627,7928,2547,67.87336024217961
NCT00761150,2514,633,74.82100238663485
NCT00798161,12506,3631,70.96593635055173
NCT00866658,4325,1225,71.67630057803468
NCT00905255,3065,863,71.84339314845025
NCT01056289,2569,658,74.38692098092643
NCT01125566,14920,3145,78.92091152815013
NCT01126437,73301,15254,79.18991555367595
NCT01215097,2998,812,72.91527685123415
NCT01300819,4758,1375,71.10130306851619
NCT01308580,13186,2684,79.6450781131503
NCT01456936,35405,11360,67.91413642140941
NCT01499082,8591,1985,76.89442439762543
NCT01617655,5142,1143,77.77129521586932
NCT01619059,3391,896,73.57711589501622
NCT01644175,6354,1319,79.24142272584199
NCT01663727,9691,1594,83.55174904550614
NCT01683266,6115,1555,74.57072771872444
NCT01798706,4518,1219,73.0190349712262
NCT01864148,10917,3120,71.42071997801594
NCT01887912,37906,5706,84.94697409381101
NCT02346240,22682,5347,76.42624107221586
NCT02585778,10923,2692,75.35475601940858
NCT02611817,7643,1700,77.75742509485804
NCT02634801,13103,2340,82.14149431427917
NCT02642159,6795,1607,76.35025754231052
NCT02696785,18537,3953,78.67508226789664
NCT02730455,8888,2055,76.87893789378938
NCT02908672,23982,3789,84.2006504878659
NCT03419962,1641,533,67.51980499695308
NCT03948581,3219,922,71.35756446101274
NCT04026750,1590,569,64.21383647798743
NCT04359810,2220,647,70.85585585585585
NCT00274573,1881,627,66.66666666666667
NCT00418548,265,74,72.0754716981132
NCT00657904,1040,251,75.86538461538461
NCT00673205,1465,420,71.33105802047781
NCT00771329,282,78,72.34042553191489
NCT00772343,597,126,78.89447236180905
NCT01230957,653,121,81.47013782542113
NCT02125578,274,91,66.78832116788321
NCT02401243,477,124,74.0041928721174
NCT00100659,1802,559,68.97891231964483
NCT00411645,10405,2716,73.89716482460355
NCT00422422,1627,467,71.29686539643515
NCT00434421,1275,390,69.41176470588235
NCT00552058,5592,1717,69.29542203147354
NCT00607919,8860,2435,72.51693002257336
NCT00699283,2829,696,75.39766702014846
NCT00761774,2589,647,75.0096562379297
NCT00932893,49554,13897,71.95584614763692
NCT01154140,16782,4121,75.44392801811465
NCT01183468,4058,695,82.87333661902414
NCT01318083,3094,860,72.20426632191338
NCT01332968,27514,5166,81.22410409246201
NCT01753193,7938,1718,78.35726883345932
NCT01808651,17895,3803,78.74825370215144
NCT01951625,13760,3096,77.5
NCT01961921,2255,516,77.11751662971176
NCT02023879,19079,4108,78.46847319041879
NCT02133781,2149,837,61.051651931130756
NCT02163421,4822,1398,71.00788054749067
NCT02275117,12072,3393,71.89363817097416
NCT02409680,5840,1984,66.02739726027397
NCT02432209,3225,1012,68.62015503875969
NCT02465567,41374,6304,84.76337796683907
NCT02474355,11057,2352,78.72840734376413
NCT02485691,7716,1405,81.79108346293417
NCT02677116,44929,7064,84.27741547775379
NCT02742129,4123,1140,72.35023041474655
NCT02949011,16766,5250,68.68662769891446
NCT03096314,7734,2362,69.45952935091802
NCT03150056,19646,4436,77.42034001832434
NCT03242954,3964,1498,62.20988900100908
NCT03311373,2800,599,78.60714285714286
NCT03670810,57432,10261,82.13365371221619
NCT04039503,9688,2271,76.55862923203964
NCT04600505,6027,1839,69.48730711796914
NCT00103532,361,72,80.05540166204986
NCT00152022,264,84,68.18181818181819
NCT00327860,1182,79,93.31641285956007
NCT00474318,616,72,88.31168831168831
NCT00621478,410,90,78.04878048780488
NCT00645814,278,78,71.94244604316546
NCT00677170,211,75,64.45497630331754
NCT01354782,230,72,68.69565217391305
NCT01397097,607,198,67.38056013179572
NCT02498587,392,82,79.08163265306122
NCT02704533,422,67,84.12322274881517
NCT02715531,882,163,81.51927437641723
NCT03202914,322,56,82.6086956521739
NCT04262921,1170,366,68.71794871794872
NCT00560313,4371,1239,71.65408373369938
NCT00803049,18579,3759,79.76747941223962
NCT01085045,6133,1193,80.54785586173162
NCT01136382,3736,1035,72.29657387580299
NCT01222585,1270,337,73.46456692913385
NCT01339923,25263,6588,73.92233701460634
NCT01506882,3775,808,78.59602649006622
NCT01652716,4271,1220,71.4352610629829
NCT01744730,4669,1449,68.96551724137932
NCT01975389,44536,8244,81.4891323872822
NCT01994889,60281,11657,80.66223188069209
NCT02107898,5025,1177,76.57711442786069
NCT02201108,20405,3536,82.67091399166871
NCT02289963,4550,1008,77.84615384615384
NCT02516553,170005,34173,79.89882650510279
NCT02584504,6347,1515,76.1304553332283
NCT02677896,25187,3896,84.53170286258785
NCT02706951,25492,4095,83.93613682723992
NCT02831764,36770,10783,70.67446287734566
NCT03024996,9217,1781,80.67700987306065
NCT03032380,10049,2900,71.1414071051846
NCT03285763,28710,10102,64.81365377917102
NCT03349060,24662,6535,73.50174357310843
NCT03706079,29416,4639,84.22967092738645
NCT03720470,74938,18184,75.73460727534761
NCT03767738,1771,623,64.82213438735178
NCT03814590,143772,43470,69.76462732660045
NCT04070326,10740,3392,68.41713221601489
NCT04075825,3984,1072,73.09236947791165
NCT04101721,4531,1028,77.31185168836902
NCT04159519,5803,1590,72.60037911425125
NCT04209634,7154,1847,74.18227564998602
NCT04657003,11144,2507,77.50358937544867
NCT04707391,15974,3346,79.05346187554777
NCT05219253,3871,801,79.30767243606303
NCT05460325,2876,847,70.54937413073714
NCT00067587,383,82,78.59007832898172
NCT00225797,519,123,76.30057803468208
NCT00226421,511,124,75.73385518590997
NCT00891358,291,69,76.28865979381443
NCT01049789,441,88,80.0453514739229
NCT01206907,285,74,74.03508771929825
NCT01751594,296,72,75.67567567567568
NCT01923207,264,64,75.75757575757575
NCT03056729,388,81,79.12371134020619
NCT03178552,2438,451,81.50123051681706
NCT03324685,400,99,75.25
NCT03453801,298,60,79.86577181208054
NCT03699241,378,70,81.48148148148148
NCT04536051,480,73,84.79166666666667
NCT00071032,2742,811,70.42304886943836
NCT00168805,9323,2441,73.81744073795988
NCT00200967,2824,650,76.98300283286119
NCT00291330,13554,3774,72.15582115980523
NCT00301821,5101,893,82.49362870025485
NCT00373113,21950,5426,75.28018223234623
NCT00384033,7650,2001,73.84313725490196
NCT00447057,10070,3314,67.09036742800397
NCT00514943,16711,4597,72.49117347854707
NCT00525148,8290,2181,73.69119420989144
NCT00530842,8017,1954,75.62679306473743
NCT00536120,3580,983,72.54189944134079
NCT00554229,9847,2832,71.23997156494364
NCT00561925,32302,8404,73.98303510618537
NCT00623623,9578,2590,72.9588640634788
NCT00676650,12938,3066,76.30236512598547
NCT00716092,2380,605,74.5798319327731
NCT00740051,3478,927,73.34675100632548
NCT00789373,16980,3707,78.16843345111896
NCT00848081,6646,1588,76.10592837797171
NCT00855582,16866,5092,69.80908336297877
NCT00932646,5061,1177,76.74372653625765
NCT00970281,3575,1249,65.06293706293707
NCT01019694,13631,3580,73.73633629227496
NCT01040728,5950,1361,77.12605042016807
NCT01084239,1759,524,70.2103467879477
NCT01087502,7421,2317,68.77779275030319
NCT01372748,1535,539,64.88599348534201
NCT01421459,12840,4492,65.01557632398755
NCT01512979,2876,781,72.8442280945758
NCT01599806,30329,12067,60.212997461175775
NCT01896297,755,194,74.30463576158941
NCT01939002,11796,4282,63.69955917260088
NCT02085161,7000,1418,79.74285714285715
NCT02123823,14963,3224,78.45351867940921
NCT02292537,7418,2452,66.94526826637907
NCT03334396,16375,4274,73.89923664122138
NCT00000474,211,79,62.55924170616114
NCT00034853,552,163,70.47101449275362
NCT00039988,335,78,76.71641791044776
NCT00078195,465,73,84.3010752688172
NCT00090194,489,100,79.55010224948876
NCT00144326,487,127,73.92197125256673
NCT00153036,1545,508,67.11974110032362
NCT00274066,407,97,76.16707616707616
NCT00279747,712,184,74.15730337078652
NCT00375284,689,179,74.02031930333817
NCT02172391,338,119,64.79289940828403
NCT02172807,319,102,68.02507836990596
NCT00081731,2348,688,70.6984667802385
NCT00115765,18291,4150,77.31124596796239
NCT00160706,5364,1198,77.66592095451156
NCT00329030,4978,1466,70.55042185616713
NCT00335153,9124,2670,70.73651907058307
NCT00391092,10633,2459,76.87388319383052
NCT00574275,10583,3158,70.15969006897855
NCT00647400,7113,2086,70.67341487417404
NCT00667355,4674,1315,71.86563970902867
NCT00678392,21216,5510,74.02903469079939
NCT00719472,3576,715,80.0055928411633
NCT00844649,14954,3992,73.3048013909322
NCT00846365,8805,2686,69.49460533787621
NCT00935311,1969,575,70.7973590655155
NCT00942175,7133,1594,77.65316136268049
NCT00977080,14978,4131,72.4195486713847
NCT01020487,8446,2348,72.19985792090931
NCT01078376,6640,1659,75.01506024096386
NCT01141712,2239,525,76.55203215721305
NCT01152996,2596,719,72.30354391371341
NCT01163266,6576,1967,70.088199513382
NCT01172808,8530,2074,75.68581477139507
NCT01233284,7597,1763,76.79347110701593
NCT01277523,4643,1216,73.81003661425802
NCT01318122,5099,1179,76.87781918023141
NCT01458535,16435,4593,72.0535442652875
NCT01479127,8597,3056,64.45271606374317
NCT01645930,3127,789,74.76814838503358
NCT01716585,3887,837,78.46668381785439
NCT01854697,5943,1627,72.62325424869594
NCT01952080,8603,1755,79.60013948622573
NCT02097849,4799,1514,68.45176078349657
NCT02442271,1698,347,79.56419316843345
NCT02684981,8455,2330,72.44234180958013
NCT02720757,1408,504,64.20454545454545
NCT03222583,3493,980,71.9438877755511
NCT03231709,11768,5044,57.13800135961931
NCT04363736,6616,2014,69.55864570737606
NCT00043953,361,89,75.34626038781164
NCT00091481,408,131,67.8921568627451
NCT00091975,362,96,73.48066298342542
NCT00105300,757,147,80.58124174372523
NCT00220415,177,71,59.887005649717516
NCT00235820,296,80,72.97297297297297
NCT00237497,384,109,71.61458333333333
NCT00672061,442,130,70.58823529411765
NCT01395147,549,207,62.295081967213115
NCT01452698,556,203,63.489208633093526
NCT01741142,407,80,80.34398034398035
NCT01978652,206,75,63.592233009708735
NCT00366340,51489,18073,64.8992988793723
NCT00366899,31755,9460,70.20941584002519
NCT00437658,14866,4105,72.38665411004978
NCT00443651,5309,1402,73.59201356187606
NCT00508742,36377,9134,74.89072765758584
NCT00656136,8535,2262,73.49736379613357
NCT00697515,3962,1329,66.45633518425038
NCT00767806,11145,3220,71.10812023328847
NCT00789750,5350,1440,73.08411214953271
NCT00839423,4615,1204,73.91115926327194
NCT00849693,12051,3618,69.97759522031367
NCT00853099,10961,2790,74.54611805492199
NCT00963235,29028,5506,81.0321069312388
NCT01127633,19076,4072,78.65380582931432
NCT01183780,15896,3654,77.01308505284348
NCT01203098,3085,898,70.89141004862236
NCT01217957,10641,2500,76.505967484259
NCT01345669,8995,2349,73.88549193996664
NCT01485796,3091,707,77.12714331931414
NCT01488994,5812,1512,73.98485891259463
NCT01721837,14942,5248,64.87752643555079
NCT01763788,25367,3752,85.20912997201089
NCT01788163,27897,11476,58.862960174929206
NCT01930890,8070,2316,71.30111524163569
NCT02066129,2369,643,72.85774588433938
NCT02138916,21970,4807,78.12016385980883
NCT02143713,13013,3711,71.4823637900561
NCT02197416,4767,1272,73.31655129011958
NCT02203916,3271,1088,66.73800061143382
NCT02366143,27709,4662,83.1751416507272
NCT02371369,25027,8026,67.93063491429257
NCT02374164,3299,1194,63.80721430736587
NCT02410278,4321,1095,74.65864383244619
NCT02597933,11491,2917,74.61491602123401
NCT02924883,7158,1474,79.4076557697681
NCT03004924,7076,1937,72.62577727529678
NCT03383692,5751,1616,71.90053903668927
NCT03961308,5110,1336,73.85518590998043
NCT04328961,2411,764,68.31190377436748
NCT00005276,281,85,69.7508896797153
NCT00073762,159,70,55.9748427672956
NCT00122837,509,125,75.44204322200393
NCT00239408,593,157,73.52445193929174
NCT00274560,814,231,71.62162162162163
NCT00308438,438,95,78.31050228310502
NCT01535677,395,84,78.73417721518987
NCT02123953,353,91,74.22096317280453
NCT02508168,267,74,72.28464419475655
NCT04569825,316,59,81.32911392405063
NCT00153101,214123,41750,80.50186107984663
NCT00418886,13722,2077,84.86372248943303
NCT00419393,1800,516,71.33333333333333
NCT00472199,5570,1435,74.23698384201077
NCT00490035,9009,2519,72.03907203907204
NCT00529399,2476,606,75.52504038772213
NCT00580606,12971,2226,82.83864004317323
NCT00627393,5626,1865,66.85033771773907
NCT00793624,26209,6071,76.83620130489527
NCT00885378,5826,2041,64.96738757294885
NCT01081132,4989,1436,71.21667668871517
NCT01131676,61548,15760,74.3939689348151
NCT01151423,9944,2424,75.62349155269509
NCT01169779,3242,895,72.39358420727946
NCT01244490,7559,2517,66.70194470168012
NCT01335477,11104,2863,74.2164985590778
NCT01346293,6576,1805,72.55170316301704
NCT01370005,5942,1517,74.46987546280714
NCT01422213,5404,1398,74.13027387120651
NCT01458106,5649,1161,79.44768985661179
NCT01694771,6426,1643,74.43199502023032
NCT01802281,12727,3200,74.85660407008722
NCT01846416,13042,2709,79.2286459132035
NCT01895777,5743,1394,75.7269719658715
NCT02065557,13344,2647,80.16336930455635
NCT02079844,5758,1579,72.57728377908997
NCT02108652,5380,852,84.1635687732342
NCT02401464,3542,1167,67.05251270468662
NCT02419612,5000,1028,79.44
NCT02504216,36705,7611,79.26440539436044
NCT02757352,17238,4094,76.25014502842558
NCT02931539,35550,7198,79.75246132208157
NCT02963766,8769,2147,75.5160223514654
NCT02990338,13600,2656,80.47058823529412
NCT03158038,2657,843,68.27248776815958
NCT03674112,35770,12653,64.62678221973721
NCT00005772,766,125,83.68146214099217
NCT00097292,736,91,87.63586956521739
NCT00248092,337,98,70.91988130563799
NCT00360893,624,68,89.1025641025641
NCT00816660,460,103,77.6086956521739
NCT00822276,335,82,75.5223880597015
NCT00850668,293,85,70.98976109215018
NCT01061684,331,71,78.54984894259819
NCT01353469,460,113,75.43478260869566
NCT01434160,645,205,68.21705426356588
NCT01632163,739,183,75.23680649526386
NCT02132299,346,67,80.63583815028902
NCT02177461,328,96,70.73170731707317
NCT04330690,1013,120,88.15399802566634
NCT00362115,15377,3804,75.2617545685114
NCT00395161,6284,1056,83.19541693189052
NCT00413699,101883,27668,72.84335953986435
NCT01029886,4847,1492,69.21807303486693
NCT01081145,4175,1152,72.40718562874251
NCT01164579,22060,5307,75.94288304623754
NCT01299727,16379,3751,77.0987239758227
NCT01418352,4136,1214,70.64796905222437
NCT01549951,2652,673,74.62292609351432
NCT01814826,15578,3893,75.00962896392348
NCT02350816,15816,3686,76.6944865958523
NCT02369874,15466,3381,78.13914392861761
NCT02425891,13270,2301,82.66013564431047
NCT02513394,70831,9421,86.69932656605158
NCT02533505,3440,773,77.52906976744185
NCT02565186,15530,2392,84.59755312298776
NCT02706847,30500,6340,79.21311475409836
NCT02766608,17816,2976,83.29591378536148
NCT02864342,4623,1210,73.82651957603288
NCT03038100,37820,9911,73.79428873611846
NCT03210259,4534,1239,72.67313630348478
NCT03428100,97546,14653,84.97836917966907
NCT03448419,6463,1820,71.83970292433854
NCT03486314,6200,1319,78.7258064516129
NCT03575871,12458,2743,77.98201958580832
NCT03726879,14761,3263,77.89445159542036
NCT03796676,21257,5588,73.71218892600085
